id,user_id,created_at,browser,traffic_source,event_type
2383857,,2021-08-18 02:48:00.000000 UTC,Chrome,Email,cart
2421705,,2020-06-02 03:48:00.000000 UTC,Safari,Email,cart
2406463,,2019-06-09 16:29:00.000000 UTC,Firefox,Email,cart
2406846,,2022-04-25 12:19:00.000000 UTC,Other,Email,cart
2419427,,2023-06-27 10:35:00.000000 UTC,Firefox,Email,cart
2382202,,2021-02-22 06:14:00.000000 UTC,Safari,Email,cart
2381563,,2019-08-02 06:18:00.000000 UTC,Safari,Email,cart
2402216,,2022-06-07 11:05:00.000000 UTC,Firefox,Email,cart
2414655,,2021-11-18 13:28:00.000000 UTC,Safari,Email,cart
2380115,,2022-10-20 02:41:00.000000 UTC,Chrome,Email,cart
2406765,,2021-01-06 14:21:00.000000 UTC,Safari,Email,cart
2422024,,2020-02-05 05:21:00.000000 UTC,IE,Email,cart
2378331,,2023-07-14 05:29:00.000000 UTC,Chrome,Email,cart
2383687,,2022-04-06 14:19:00.000000 UTC,Chrome,Email,cart
2405941,,2020-06-11 19:40:00.000000 UTC,IE,Email,cart
2421268,,2020-07-18 06:00:00.000000 UTC,Chrome,Email,cart
2394229,,2021-01-20 06:27:00.000000 UTC,Chrome,Email,cart
2385803,,2021-05-02 07:43:00.000000 UTC,Safari,Email,cart
2410235,,2023-09-06 11:17:00.000000 UTC,Chrome,Email,cart
2420836,,2023-05-02 17:56:00.000000 UTC,Firefox,Email,cart
2378719,,2021-09-30 10:48:00.000000 UTC,Chrome,Email,cart
2405983,,2020-11-01 13:23:00.000000 UTC,IE,Email,cart
2410026,,2019-09-27 10:47:00.000000 UTC,Firefox,Email,cart
2398038,,2019-06-24 02:57:00.000000 UTC,Other,Email,cart
2419600,,2022-08-19 01:23:00.000000 UTC,Chrome,Email,cart
2393602,,2021-04-24 12:05:00.000000 UTC,Other,Email,cart
2407803,,2019-12-19 10:59:00.000000 UTC,Chrome,Email,cart
2393957,,2020-11-21 12:20:00.000000 UTC,Firefox,Email,cart
2389027,,2022-11-15 16:57:00.000000 UTC,Safari,Email,cart
2419244,,2019-12-21 09:20:00.000000 UTC,Safari,Email,cart
2416229,,2020-06-25 07:29:00.000000 UTC,Chrome,Email,cart
2391486,,2020-12-02 01:02:00.000000 UTC,Firefox,Email,cart
2379582,,2020-01-26 03:22:00.000000 UTC,Chrome,Email,cart
2385394,,2020-12-04 09:52:00.000000 UTC,Other,Email,cart
2408018,,2020-03-29 03:49:00.000000 UTC,Safari,Email,cart
2419750,,2023-04-07 13:16:00.000000 UTC,Chrome,Email,cart
2404295,,2023-11-01 02:55:00.000000 UTC,Chrome,Email,cart
2386905,,2021-01-20 18:39:00.000000 UTC,Chrome,Email,cart
2405793,,2022-02-21 11:47:00.000000 UTC,Firefox,Email,cart
2397624,,2022-09-24 16:15:00.000000 UTC,Chrome,Email,cart
2390222,,2020-03-30 19:48:00.000000 UTC,Firefox,Email,cart
2383130,,2020-08-28 14:11:00.000000 UTC,Chrome,Email,cart
2419874,,2023-08-19 17:39:00.000000 UTC,Safari,Email,cart
2417701,,2020-12-24 02:50:00.000000 UTC,Firefox,Email,cart
2389923,,2022-12-17 14:25:00.000000 UTC,Chrome,Email,cart
2380268,,2023-02-05 05:43:00.000000 UTC,Chrome,Email,cart
2381458,,2023-10-06 18:49:00.000000 UTC,Safari,Email,cart
2422378,,2022-01-26 16:46:00.000000 UTC,Chrome,Email,cart
2407180,,2022-01-23 17:30:00.000000 UTC,Chrome,Email,cart
2401014,,2023-02-27 13:24:00.000000 UTC,Firefox,Email,cart
2389064,,2021-04-10 16:12:00.000000 UTC,Firefox,Email,cart
2402353,,2021-06-07 17:17:00.000000 UTC,IE,Email,cart
2402023,,2022-02-27 00:44:00.000000 UTC,Firefox,Email,cart
2401059,,2023-06-21 02:16:00.000000 UTC,Chrome,Email,cart
2387771,,2022-07-25 12:27:00.000000 UTC,Firefox,Email,cart
2404210,,2023-08-02 00:18:00.000000 UTC,Chrome,Email,cart
2389997,,2021-06-26 13:03:00.000000 UTC,Chrome,Email,cart
2380363,,2019-10-18 00:27:00.000000 UTC,Firefox,Email,cart
2420758,,2020-08-02 08:16:00.000000 UTC,Chrome,Email,cart
2399618,,2023-03-07 08:41:00.000000 UTC,IE,Email,cart
2387524,,2021-05-24 13:51:00.000000 UTC,Firefox,Email,cart
2415850,,2023-06-07 09:46:00.000000 UTC,Safari,Email,cart
2393441,,2020-05-26 13:32:00.000000 UTC,Safari,Email,cart
2379204,,2020-07-02 08:57:00.000000 UTC,Safari,Email,cart
2397958,,2021-08-07 14:26:00.000000 UTC,Other,Email,cart
2383872,,2019-02-22 12:10:00.000000 UTC,Chrome,Email,cart
2412416,,2019-03-01 17:23:00.000000 UTC,Firefox,Email,cart
2419796,,2023-11-19 11:58:00.000000 UTC,Chrome,Email,cart
2385054,,2019-02-17 17:59:00.000000 UTC,Safari,Email,cart
2418162,,2021-09-30 16:19:00.000000 UTC,Chrome,Email,cart
2396687,,2023-01-20 15:39:00.000000 UTC,Firefox,Email,cart
2404436,,2023-03-05 03:55:00.000000 UTC,Firefox,Email,cart
2383821,,2022-02-07 08:01:00.000000 UTC,Chrome,Email,cart
2410568,,2023-07-03 18:59:00.000000 UTC,Chrome,Email,cart
2409499,,2022-09-03 09:04:00.000000 UTC,Chrome,Email,cart
2396554,,2023-09-20 09:11:00.000000 UTC,Chrome,Email,cart
2386341,,2023-04-07 11:06:00.000000 UTC,Chrome,Email,cart
2401654,,2023-11-09 04:31:00.000000 UTC,IE,Email,cart
2402824,,2022-02-26 04:02:00.000000 UTC,Firefox,Email,cart
2383753,,2020-01-28 11:59:00.000000 UTC,Safari,Email,cart
2405836,,2021-12-29 08:06:00.000000 UTC,Safari,Email,cart
2385771,,2019-08-07 19:46:00.000000 UTC,Other,Email,cart
2382794,,2019-03-07 09:53:00.000000 UTC,IE,Email,cart
2392400,,2022-09-21 04:25:00.000000 UTC,Chrome,Email,cart
2388164,,2019-01-02 08:53:00.000000 UTC,Chrome,Email,cart
2393357,,2019-05-01 06:11:00.000000 UTC,Chrome,Email,cart
2398948,,2019-08-07 06:08:00.000000 UTC,Firefox,Email,cart
2387802,,2022-05-27 02:59:00.000000 UTC,Chrome,Email,cart
2396973,,2020-05-06 06:59:00.000000 UTC,Firefox,Email,cart
2390541,,2021-01-05 02:52:00.000000 UTC,Firefox,Email,cart
2415475,,2023-11-11 14:04:00.000000 UTC,Other,Email,cart
2401703,,2023-05-25 18:59:00.000000 UTC,Safari,Email,cart
2399748,,2019-11-26 05:58:00.000000 UTC,Chrome,Email,cart
2391598,,2022-12-06 01:47:00.000000 UTC,IE,Email,cart
2390730,,2021-02-25 17:58:00.000000 UTC,Chrome,Email,cart
2401406,,2021-09-23 04:55:00.000000 UTC,Firefox,Email,cart
2385843,,2020-11-27 01:48:00.000000 UTC,Chrome,Email,cart
2399899,,2022-03-21 13:44:00.000000 UTC,Chrome,Email,cart
2421415,,2023-10-15 01:05:00.000000 UTC,IE,Email,cart
2415352,,2019-08-22 12:31:00.000000 UTC,Chrome,Email,cart
2381600,,2023-03-04 15:16:00.000000 UTC,IE,Email,cart
2400712,,2019-05-31 13:26:00.000000 UTC,Other,Email,cart
2411525,,2022-09-26 02:02:00.000000 UTC,Chrome,Email,cart
2399615,,2023-08-19 18:22:00.000000 UTC,Firefox,Email,cart
2411291,,2022-07-15 10:14:00.000000 UTC,Firefox,Email,cart
2390291,,2021-10-13 04:06:00.000000 UTC,Chrome,Email,cart
2404567,,2020-06-10 06:44:00.000000 UTC,Chrome,Email,cart
2393864,,2019-03-14 14:06:00.000000 UTC,Chrome,Email,cart
2388504,,2023-03-15 04:13:00.000000 UTC,Other,Email,cart
2419983,,2023-01-19 14:16:00.000000 UTC,Safari,Email,cart
2388343,,2022-09-29 18:45:00.000000 UTC,Firefox,Email,cart
2382886,,2020-12-05 01:12:00.000000 UTC,Chrome,Email,cart
2400944,,2020-11-11 04:27:00.000000 UTC,Chrome,Email,cart
2406233,,2020-03-23 14:49:00.000000 UTC,IE,Email,cart
2386788,,2019-01-03 05:05:00.000000 UTC,Firefox,Email,cart
2385952,,2020-10-27 05:08:00.000000 UTC,Chrome,Email,cart
2410247,,2022-09-02 14:52:00.000000 UTC,Safari,Email,cart
2402272,,2020-01-10 17:25:00.000000 UTC,Firefox,Email,cart
2417360,,2020-01-22 01:40:00.000000 UTC,Firefox,Email,cart
2384081,,2020-03-23 13:04:00.000000 UTC,Chrome,Email,cart
2380691,,2020-09-06 11:11:00.000000 UTC,Chrome,Email,cart
2384827,,2020-08-11 18:08:00.000000 UTC,Firefox,Email,cart
2406223,,2019-09-16 01:44:00.000000 UTC,Safari,Email,cart
2380433,,2021-11-05 05:00:00.000000 UTC,Safari,Email,cart
2414971,,2021-06-08 09:22:00.000000 UTC,Chrome,Email,cart
2388520,,2022-01-15 14:42:00.000000 UTC,Chrome,Email,cart
2386029,,2021-12-04 07:44:00.000000 UTC,Firefox,Email,cart
2417581,,2021-03-06 09:50:00.000000 UTC,Chrome,Email,cart
2389486,,2021-01-26 13:06:00.000000 UTC,Chrome,Email,cart
2389636,,2023-01-09 16:18:00.000000 UTC,Chrome,Email,cart
2394031,,2021-10-15 18:37:00.000000 UTC,Safari,Email,cart
2393322,,2019-02-12 18:53:00.000000 UTC,Safari,Email,cart
2392452,,2022-03-04 16:53:00.000000 UTC,Firefox,Email,cart
2394253,,2021-05-17 09:14:00.000000 UTC,Firefox,Email,cart
2397690,,2023-05-25 11:15:00.000000 UTC,Chrome,Email,cart
2391387,,2023-11-07 12:33:00.000000 UTC,Chrome,Email,cart
2410739,,2020-02-25 02:22:00.000000 UTC,Firefox,Email,cart
2410372,,2022-09-30 09:46:00.000000 UTC,Firefox,Email,cart
2418790,,2022-09-12 06:11:00.000000 UTC,Other,Email,cart
2417312,,2022-04-06 10:09:00.000000 UTC,Safari,Email,cart
2421961,,2023-03-14 13:55:00.000000 UTC,Chrome,Email,cart
2402226,,2021-09-25 10:52:00.000000 UTC,Chrome,Email,cart
2405673,,2020-01-21 01:33:00.000000 UTC,Chrome,Email,cart
2387223,,2021-07-07 04:09:00.000000 UTC,Firefox,Email,cart
2412659,,2021-08-09 01:05:00.000000 UTC,Firefox,Email,cart
2382432,,2023-11-11 17:40:00.000000 UTC,Other,Email,cart
2388135,,2021-02-18 14:54:00.000000 UTC,Firefox,Email,cart
2409534,,2022-01-28 05:47:00.000000 UTC,Chrome,Email,cart
2403094,,2023-01-05 16:05:00.000000 UTC,Chrome,Email,cart
2400299,,2023-05-25 07:20:00.000000 UTC,Chrome,Email,cart
2403410,,2021-04-04 10:44:00.000000 UTC,Chrome,Email,cart
2406444,,2019-10-08 03:34:00.000000 UTC,Chrome,Email,cart
2405205,,2021-06-23 11:57:00.000000 UTC,Safari,Email,cart
2401373,,2023-05-31 04:31:00.000000 UTC,Chrome,Email,cart
2388455,,2020-08-21 11:18:00.000000 UTC,Firefox,Email,cart
2409689,,2023-01-28 10:32:00.000000 UTC,Chrome,Email,cart
2387379,,2021-09-06 17:18:00.000000 UTC,Firefox,Email,cart
2400194,,2023-06-14 03:12:00.000000 UTC,Firefox,Email,cart
2385748,,2021-09-25 06:14:00.000000 UTC,Firefox,Email,cart
2388006,,2020-10-01 19:25:00.000000 UTC,Chrome,Email,cart
2390438,,2020-02-02 01:59:00.000000 UTC,Safari,Email,cart
2408509,,2020-06-19 05:50:00.000000 UTC,Chrome,Email,cart
2404424,,2019-06-04 14:19:00.000000 UTC,Chrome,Email,cart
2416745,,2019-02-15 18:15:00.000000 UTC,Firefox,Email,cart
2399921,,2022-02-06 06:36:00.000000 UTC,Chrome,Email,cart
2404236,,2021-04-12 13:40:00.000000 UTC,Chrome,Email,cart
2394039,,2021-03-11 05:52:00.000000 UTC,Chrome,Email,cart
2386588,,2022-03-25 16:29:00.000000 UTC,Safari,Email,cart
2400647,,2023-05-23 00:49:00.000000 UTC,Chrome,Email,cart
2414514,,2020-02-06 06:00:00.000000 UTC,Safari,Email,cart
2384589,,2019-08-05 10:51:00.000000 UTC,Safari,Email,cart
2402809,,2020-01-28 17:29:00.000000 UTC,Safari,Email,cart
2411444,,2021-07-01 14:54:00.000000 UTC,Safari,Email,cart
2385183,,2022-11-17 17:20:00.000000 UTC,Chrome,Email,cart
2419020,,2019-09-24 19:18:00.000000 UTC,Firefox,Email,cart
2403460,,2020-04-18 06:58:00.000000 UTC,Safari,Email,cart
2383392,,2019-02-08 08:43:00.000000 UTC,Chrome,Email,cart
2419353,,2021-12-01 07:01:00.000000 UTC,Safari,Email,cart
2388950,,2022-08-20 13:32:00.000000 UTC,Safari,Email,cart
2420530,,2021-04-24 05:22:00.000000 UTC,Safari,Email,cart
2411812,,2022-08-08 14:15:00.000000 UTC,Other,Email,cart
2421714,,2019-12-04 03:56:00.000000 UTC,Chrome,Email,cart
2383277,,2019-12-17 11:16:00.000000 UTC,Chrome,Email,cart
2419690,,2020-01-18 18:24:00.000000 UTC,Chrome,Email,cart
2419640,,2019-11-26 01:24:00.000000 UTC,IE,Email,cart
2387452,,2022-01-30 13:08:00.000000 UTC,Safari,Email,cart
2405385,,2019-08-25 01:24:00.000000 UTC,Chrome,Email,cart
2418521,,2019-06-03 14:28:00.000000 UTC,Firefox,Email,cart
2395810,,2023-10-03 01:11:00.000000 UTC,Safari,Email,cart
2389269,,2022-08-04 11:30:00.000000 UTC,Chrome,Email,cart
2417143,,2020-02-25 12:38:00.000000 UTC,Chrome,Email,cart
2394807,,2023-09-11 04:02:00.000000 UTC,Safari,Email,cart
2413190,,2021-06-11 02:54:00.000000 UTC,Chrome,Email,cart
2420706,,2021-09-15 11:35:00.000000 UTC,Chrome,Email,cart
2383836,,2022-08-11 14:12:00.000000 UTC,IE,Email,cart
2416456,,2021-07-23 04:54:00.000000 UTC,Firefox,Email,cart
2380958,,2022-02-24 08:37:00.000000 UTC,Chrome,Email,cart
2412061,,2020-09-28 02:59:00.000000 UTC,Chrome,Email,cart
2418878,,2021-11-30 01:57:00.000000 UTC,Chrome,Email,cart
2400177,,2019-10-23 14:12:00.000000 UTC,Firefox,Email,cart
2413865,,2021-07-12 07:45:00.000000 UTC,Chrome,Email,cart
2411200,,2020-05-18 03:48:00.000000 UTC,Safari,Email,cart
2391702,,2022-04-21 16:05:00.000000 UTC,Chrome,Email,cart
2421671,,2023-07-14 05:52:00.000000 UTC,Firefox,Email,cart
2420870,,2020-10-10 10:57:00.000000 UTC,Chrome,Email,cart
2408322,,2020-07-09 04:59:00.000000 UTC,Chrome,Email,cart
2388554,,2020-09-05 13:23:00.000000 UTC,Chrome,Email,cart
2412972,,2020-05-16 04:08:00.000000 UTC,Chrome,Email,cart
2410498,,2020-07-01 03:29:00.000000 UTC,Chrome,Email,cart
2413277,,2020-09-27 16:07:00.000000 UTC,Safari,Email,cart
2392219,,2023-04-05 16:54:00.000000 UTC,Chrome,Email,cart
2406903,,2022-09-22 01:46:00.000000 UTC,Safari,Email,cart
2389897,,2019-12-29 02:25:00.000000 UTC,Safari,Email,cart
2414168,,2019-03-06 06:54:00.000000 UTC,Chrome,Email,cart
2388802,,2020-10-04 17:20:00.000000 UTC,Chrome,Email,cart
2401453,,2021-07-31 05:37:00.000000 UTC,Chrome,Email,cart
2408168,,2021-03-03 05:16:00.000000 UTC,Chrome,Email,cart
2420072,,2021-09-28 16:58:00.000000 UTC,Chrome,Email,cart
2397699,,2023-01-01 13:28:00.000000 UTC,Chrome,Email,cart
2410703,,2021-07-27 18:55:00.000000 UTC,Chrome,Email,cart
2412531,,2019-10-09 12:55:00.000000 UTC,Chrome,Email,cart
2386534,,2022-01-10 06:56:00.000000 UTC,Firefox,Email,cart
2378288,,2022-09-04 17:18:00.000000 UTC,Firefox,Email,cart
2383909,,2021-06-06 18:09:00.000000 UTC,Firefox,Email,cart
2409816,,2022-11-28 13:08:00.000000 UTC,Safari,Email,cart
2415456,,2021-09-21 00:36:00.000000 UTC,Chrome,Email,cart
2412294,,2023-04-25 11:18:00.000000 UTC,Chrome,Email,cart
2420212,,2022-11-25 18:24:00.000000 UTC,Chrome,Email,cart
2416690,,2023-03-14 00:53:00.000000 UTC,Firefox,Email,cart
2414588,,2022-10-25 14:11:00.000000 UTC,Chrome,Email,cart
2421747,,2019-04-09 03:55:00.000000 UTC,Safari,Email,cart
2405638,,2020-04-13 15:09:00.000000 UTC,Firefox,Email,cart
2398866,,2022-07-24 08:42:00.000000 UTC,Safari,Email,cart
2392318,,2022-10-05 02:08:00.000000 UTC,Chrome,Email,cart
2381689,,2019-04-13 09:02:00.000000 UTC,IE,Email,cart
2400119,,2020-04-30 05:57:00.000000 UTC,Safari,Email,cart
2379515,,2019-10-12 03:14:00.000000 UTC,Safari,Email,cart
2401564,,2020-10-15 10:40:00.000000 UTC,Firefox,Email,cart
2407863,,2020-09-06 00:41:00.000000 UTC,Chrome,Email,cart
2400219,,2021-04-21 19:07:00.000000 UTC,Chrome,Email,cart
2384712,,2022-12-15 19:34:00.000000 UTC,Safari,Email,cart
2381592,,2022-07-19 18:09:00.000000 UTC,Other,Email,cart
2422202,,2023-03-06 13:06:00.000000 UTC,IE,Email,cart
2417315,,2019-12-29 01:13:00.000000 UTC,Firefox,Email,cart
2415310,,2020-12-07 14:44:00.000000 UTC,Chrome,Email,cart
2421033,,2021-04-05 03:06:00.000000 UTC,Firefox,Email,cart
2410709,,2020-05-04 15:32:00.000000 UTC,Firefox,Email,cart
2404682,,2021-01-09 18:03:00.000000 UTC,Firefox,Email,cart
2409299,,2020-10-01 12:05:00.000000 UTC,Firefox,Email,cart
2406286,,2022-01-07 00:22:00.000000 UTC,Chrome,Email,cart
2396612,,2020-02-23 13:20:00.000000 UTC,Chrome,Email,cart
2383868,,2019-12-04 11:26:00.000000 UTC,Safari,Email,cart
2393232,,2021-04-20 10:41:00.000000 UTC,Other,Email,cart
2403860,,2021-10-04 03:10:00.000000 UTC,Chrome,Email,cart
2392304,,2020-10-18 03:13:00.000000 UTC,Firefox,Email,cart
2417654,,2021-10-07 19:25:00.000000 UTC,Firefox,Email,cart
2412551,,2020-08-25 02:21:00.000000 UTC,Safari,Email,cart
2392320,,2021-05-31 07:32:00.000000 UTC,Other,Email,cart
2413565,,2021-08-14 19:16:00.000000 UTC,Chrome,Email,cart
2379567,,2022-07-17 13:55:00.000000 UTC,Firefox,Email,cart
2411661,,2020-12-19 14:13:00.000000 UTC,IE,Email,cart
2391663,,2020-08-18 05:06:00.000000 UTC,Chrome,Email,cart
2411791,,2020-03-31 01:37:00.000000 UTC,Chrome,Email,cart
2399729,,2019-08-01 04:03:00.000000 UTC,Chrome,Email,cart
2387536,,2023-07-28 00:28:00.000000 UTC,Firefox,Email,cart
2417493,,2020-07-09 03:56:00.000000 UTC,Other,Email,cart
2413580,,2022-07-15 09:44:00.000000 UTC,Safari,Email,cart
2384991,,2020-12-16 08:35:00.000000 UTC,Chrome,Email,cancel
2380688,,2021-09-24 01:34:00.000000 UTC,Chrome,Email,cancel
2384963,,2023-06-09 02:21:00.000000 UTC,Chrome,Email,cancel
2417080,,2020-07-29 02:48:00.000000 UTC,Chrome,Email,cancel
2416182,,2023-04-30 13:14:00.000000 UTC,Chrome,Email,cancel
2405997,,2023-06-11 16:59:00.000000 UTC,Safari,Email,cancel
2379356,,2019-03-16 17:19:00.000000 UTC,Firefox,Email,cancel
2417924,,2019-01-24 11:19:00.000000 UTC,Safari,Email,cancel
2389359,,2019-06-25 10:22:00.000000 UTC,Other,Email,cancel
2384784,,2020-08-23 06:14:00.000000 UTC,Safari,Email,cancel
2410069,,2023-04-03 09:57:00.000000 UTC,Firefox,Email,cancel
2416340,,2021-10-24 10:02:00.000000 UTC,Chrome,Email,cancel
2380248,,2023-10-01 04:28:00.000000 UTC,IE,Email,cancel
2407968,,2020-11-22 09:55:00.000000 UTC,Chrome,Email,cancel
2410644,,2020-12-16 02:10:00.000000 UTC,Firefox,Email,cancel
2387198,,2019-11-11 08:38:00.000000 UTC,Safari,Email,cancel
2412899,,2020-05-19 18:49:00.000000 UTC,Safari,Email,cancel
2403748,,2023-09-13 06:36:00.000000 UTC,Chrome,Email,cancel
2387996,,2022-07-27 02:36:00.000000 UTC,Chrome,Email,cancel
2405263,,2019-03-21 04:31:00.000000 UTC,Safari,Email,cancel
2406464,,2019-06-09 16:33:00.000000 UTC,Firefox,Email,cancel
2397998,,2022-05-25 08:07:00.000000 UTC,Chrome,Email,cancel
2422830,,2022-11-18 15:15:00.000000 UTC,Chrome,Email,cancel
2395971,,2020-08-20 07:23:00.000000 UTC,Firefox,Email,cancel
2412382,,2020-09-13 15:40:00.000000 UTC,Chrome,Email,cancel
2417281,,2019-02-08 06:45:00.000000 UTC,Chrome,Email,cancel
2383585,,2023-11-06 16:28:00.000000 UTC,Safari,Email,cancel
2396155,,2023-03-12 07:45:00.000000 UTC,Chrome,Email,cancel
2422036,,2023-10-06 05:23:00.000000 UTC,Safari,Email,cancel
2417020,,2021-07-05 08:19:00.000000 UTC,Chrome,Email,cancel
2414920,,2019-08-06 08:21:00.000000 UTC,IE,Email,cancel
2395599,,2022-02-03 08:14:00.000000 UTC,Chrome,Email,cancel
2398011,,2023-10-06 17:09:00.000000 UTC,IE,Email,cancel
2420620,,2020-07-16 07:22:00.000000 UTC,Chrome,Email,cancel
2382480,,2023-05-24 15:24:00.000000 UTC,Safari,Email,cancel
2420948,,2020-01-26 11:20:00.000000 UTC,Chrome,Email,cancel
2379920,,2021-09-06 18:24:00.000000 UTC,Chrome,Email,cancel
2399745,,2020-09-06 10:10:00.000000 UTC,Chrome,Email,cancel
2391646,,2020-08-17 02:35:00.000000 UTC,Chrome,Email,cancel
2394946,,2022-04-15 17:30:00.000000 UTC,Firefox,Email,cancel
2416867,,2022-09-29 17:54:00.000000 UTC,Chrome,Email,cancel
2411829,,2022-09-11 07:32:00.000000 UTC,Safari,Email,cancel
2388227,,2019-10-15 06:25:00.000000 UTC,Safari,Email,cancel
2408338,,2023-03-19 14:13:00.000000 UTC,Safari,Email,cancel
2385174,,2020-09-02 17:37:00.000000 UTC,Chrome,Email,cancel
2410029,,2023-08-11 12:11:00.000000 UTC,Chrome,Email,cancel
2382704,,2021-02-23 18:59:00.000000 UTC,Firefox,Email,cancel
2392070,,2023-05-19 12:05:00.000000 UTC,Chrome,Email,cancel
2379704,,2021-10-10 18:46:00.000000 UTC,Chrome,Email,cancel
2383470,,2020-11-20 10:33:00.000000 UTC,Chrome,Email,cancel
2399023,,2020-05-17 07:48:00.000000 UTC,Firefox,Email,cancel
2414217,,2021-01-22 12:12:00.000000 UTC,Chrome,Email,cancel
2410002,,2020-01-13 09:19:00.000000 UTC,Chrome,Email,cancel
2399830,,2023-05-17 14:22:00.000000 UTC,Chrome,Email,cancel
2414618,,2019-10-04 18:10:00.000000 UTC,Safari,Email,cancel
2407621,,2021-05-16 09:01:00.000000 UTC,Chrome,Email,cancel
2384142,,2023-03-18 10:40:00.000000 UTC,Safari,Email,cancel
2387134,,2021-06-28 10:25:00.000000 UTC,Safari,Email,cancel
2381462,,2022-07-16 07:19:00.000000 UTC,Chrome,Email,cancel
2410712,,2023-02-12 11:12:00.000000 UTC,Chrome,Email,cancel
2380831,,2022-07-05 12:29:00.000000 UTC,Firefox,Email,cancel
2379629,,2020-06-28 09:42:00.000000 UTC,Chrome,Email,cancel
2415148,,2022-05-16 13:54:00.000000 UTC,Firefox,Email,cancel
2401846,,2021-05-05 11:53:00.000000 UTC,Safari,Email,cancel
2389182,,2019-10-25 09:27:00.000000 UTC,Chrome,Email,cancel
2415781,,2022-02-17 02:35:00.000000 UTC,Chrome,Email,cancel
2385492,,2020-10-30 06:22:00.000000 UTC,Other,Email,cancel
2406729,,2019-05-10 14:25:00.000000 UTC,Chrome,Email,cancel
2390407,,2021-07-14 18:18:00.000000 UTC,Firefox,Email,cancel
2405834,,2019-05-15 07:34:00.000000 UTC,Chrome,Email,cancel
2398517,,2019-03-19 05:49:00.000000 UTC,Chrome,Email,cancel
2406224,,2019-09-16 02:04:00.000000 UTC,Safari,Email,cancel
2420228,,2022-05-07 05:24:00.000000 UTC,Chrome,Email,cancel
2389487,,2021-01-26 13:19:00.000000 UTC,Chrome,Email,cancel
